"biosphere","id","river","site","weather","other_weather","start_comment","dissolved_oxygen_ppm","dissolved_oxygen_percent","time","nitrate","phosphate","salinity_ppt","salinity_percent","tds","electrical_conductivity","ph","irrigation_suitability","air_temperature","latitude","longitude","altitude_m","location_accuracy_m","datetime","date","flag_ph","flag_do_ppm","flag_do_percent","flag_ec","flag_temp","any_flag"
"Kruger 2 Canyons BR","Moetladimo Site 1","Moetladimo","Site 1","cloudy","","",NA,NA,"09/05/2024 08:04",NA,NA,NA,NA,NA,111.1,7.58,"pH reading indicates the water is suitable for irrigation",18.3,-24.2586445,30.4537666,612.7000122,4.55,2024-09-05 08:04:00,2024-09-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Treur River Site 1","Treur River","Site 1","sunny","","",10.33,125.03,"09/05/2024 09:56",NA,NA,NA,NA,NA,59.1,7.81,"pH reading indicates the water is suitable for irrigation",18.8,-24.675195,30.81170833,1120.6,4.8,2024-09-05 09:56:00,2024-09-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Treur River Site 2","Treur River","Site 2","sunny","","",9.87,119.46,"09/05/2024 08:41",NA,NA,NA,NA,NA,57.8,7.91,"pH reading indicates the water is suitable for irrigation",15.4,-24.68765167,30.81296333,1160.8,4.1,2024-09-05 08:41:00,2024-09-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moremela site 1 Moremela site 1","Moremela site 1","Moremela site 1","cloudy","","",9.44,114.25,"09/09/2024 08:26",NA,NA,NA,NA,NA,341,8.06,"pH reading indicates the water is suitable for irrigation",17.3,-24.66410333,30.79555,1135.2,3.9,2024-09-09 08:26:00,2024-09-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moremela site 2 Moremela site 2","Moremela site 2","Moremela site 2","cloudy","","",10.15,122.85,"09/09/2024 09:48",NA,NA,NA,NA,NA,325,8.02,"pH reading indicates the water is suitable for irrigation",16.7,-24.67615167,30.80336,1110.9,3.4,2024-09-09 09:48:00,2024-09-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Kla001","Klaserie","Kla001","cloudy","","",13.21,NA,"09/09/2024 09:35",NA,NA,NA,NA,NA,59.6,7.81,"pH reading indicates the water is suitable for irrigation",18.4,-24.6071898,30.9578477,704,4.866,2024-09-09 09:35:00,2024-09-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Site 3","Klaserie","Site 3","sunny","","",13.86,NA,"09/02/2024 14:27",NA,NA,NA,NA,NA,75.4,7.02,"pH reading indicates the water is suitable for irrigation",18.5,-24.6044322,30.9753529,660.1,4.7,2024-09-02 14:27:00,2024-09-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Olifants Site 1","Olifants","Site 1","sunny","","",NA,NA,"09/05/2024 09:22",NA,NA,NA,NA,NA,534,7.85,"pH reading indicates the water is suitable for irrigation",20.1,-24.3619417,30.6586333,476.6,1.25,2024-09-05 09:22:00,2024-09-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moetladimo Moe001 US","Moetladimo","Moe001 US","cloudy","","",NA,NA,"09/10/2024 08:19",NA,NA,NA,NA,NA,124.8,7.75,"pH reading indicates the water is suitable for irrigation",17.8,-24.2663636,30.4492929,610.6,2.16,2024-09-10 08:19:00,2024-09-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Blyde river Blyde river","Blyde river","Blyde river","foggy","","",7.85,95.01,"09/11/2024 08:35",NA,NA,NA,NA,NA,177.8,8.25,"pH reading indicates the water is suitable for irrigation",16.6,-24.68002833,30.80179333,1109.3,2.8,2024-09-11 08:35:00,2024-09-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Blyde river Blyde river","Blyde river","Blyde river","foggy","","",9.45,114.37,"09/11/2024 08:51",NA,NA,NA,NA,NA,177.8,7.97,"pH reading indicates the water is suitable for irrigation",16.3,-24.67898167,30.80239,1110.2,3.4,2024-09-11 08:51:00,2024-09-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Kubjaname Kub001 US","Kubjaname","Kub001 US","cloudy","","",NA,NA,"09/11/2024 08:43",NA,NA,NA,NA,NA,118.2,7.53,"pH reading indicates the water is suitable for irrigation",18.4,-24.3227183,30.4858917,721.9,4.8,2024-09-11 08:43:00,2024-09-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moetladimo Site 1","Moetladimo","Site 1","cloudy","","",NA,NA,"09/11/2024 08:49",NA,NA,NA,NA,NA,113,7.96,"pH reading indicates the water is suitable for irrigation",18.1,-24.2586519,30.4537767,612.7000122,2.7,2024-09-11 08:49:00,2024-09-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Olifants Oli001 US","Olifants","Oli001 US","sunny","","",NA,NA,"09/12/2024 07:44",NA,NA,NA,NA,NA,576,8.31,"pH reading indicates the water is suitable for irrigation",19.3,-24.4239494,30.5556729,550.3,4.9,2024-09-12 07:44:00,2024-09-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Treur River Site 2","Treur River","Site 2","sunny","","",8.62,104.33,"09/12/2024 08:33",NA,NA,NA,NA,NA,66.8,8.34,"pH reading indicates the water is suitable for irrigation",16.9,-24.68771,30.81283167,1168.4,2.6,2024-09-12 08:33:00,2024-09-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Olifants Site 1","Olifants","Site 1","sunny","","",NA,NA,"09/12/2024 09:48",NA,NA,NA,NA,NA,553,8.22,"pH reading indicates the water is suitable for irrigation",20.3,-24.3621516,30.6587844,508.7,4.975,2024-09-12 09:48:00,2024-09-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Treur River Site 1","Treur River","Site 1","sunny","","",9.84,119.09,"09/12/2024 09:45",NA,NA,NA,NA,NA,67.9,7.13,"pH reading indicates the water is suitable for irrigation",16.1,-24.675425,30.81148,1116,4.6,2024-09-12 09:45:00,2024-09-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Motlamogatsana Site 3","Motlamogatsana","Site 3","sunny","","",13.94,NA,"09/05/2024 11:25",NA,NA,NA,NA,NA,152.5,8.48,"pH reading indicates the water is suitable for irrigation",16.8,-24.6540907,31.0441368,589.6,4.771,2024-09-05 11:25:00,2024-09-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Motlamogatsana Site 1","Motlamogatsana","Site 1","sunny","","",13.38,NA,"09/05/2024 10:55",NA,NA,NA,NA,NA,156.9,7.14,"pH reading indicates the water is suitable for irrigation",19,-24.653095,31.0398458,596.5,4.65,2024-09-05 10:55:00,2024-09-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Motlamogatsana Site 3","Motlamogatsana","Site 3","sunny","","",13.19,19,"09/12/2024 11:15",NA,NA,NA,NA,NA,143.4,8.29,"pH reading indicates the water is suitable for irrigation",19,-24.6540267,31.0440633,605.8,3.1,2024-09-12 11:15:00,2024-09-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Motlamogatsana Site 1","Motlamogatsana","Site 1","sunny","","",12.71,20.3,"09/12/2024 10:35",NA,NA,NA,NA,NA,146.5,7.67,"pH reading indicates the water is suitable for irrigation",20.1,-24.6530996,31.0398274,598.8,4.533,2024-09-12 10:35:00,2024-09-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moremela site 1 Moremela site 1","Moremela site 1","Moremela site 1","partly_cloudy","","",10.87,131.56,"09/16/2024 08:29",NA,NA,NA,NA,NA,332,8.19,"pH reading indicates the water is suitable for irrigation",19.6,-24.664055,30.79537,1162.1,2.7,2024-09-16 08:29:00,2024-09-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Olifants Site 1","Olifants","Site 1","sunny","","",NA,63.66,"10/10/2024 10:00",NA,NA,NA,NA,NA,541,NA,"pH reading indicates the water is NOT suitable for irrigation",24.9,-24.3619317,30.6586417,480.9,1.3,2024-10-10 10:00:00,2024-10-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moremela site 2 Moremela site 2","Moremela site 2","Moremela site 2","partly_cloudy","","",11.33,137.13,"09/16/2024 09:51",NA,NA,NA,NA,NA,313,8.05,"pH reading indicates the water is suitable for irrigation",18.7,-24.67616667,30.80343333,1110.1,3,2024-09-16 09:51:00,2024-09-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Kla001","Klaserie","Kla001","partly_cloudy","","",13.1,NA,"09/16/2024 13:04",NA,NA,NA,NA,NA,67.3,11.45,"pH reading indicates the water is NOT suitable for irrigation",19.2,-24.6071478,30.9577673,686.4,4.9,2024-09-16 13:04:00,2024-09-16,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Klaserie Site 1","Klaserie","Site 1","partly_cloudy","","",13.13,NA,"09/16/2024 13:52",NA,NA,NA,NA,NA,75.9,10.98,"pH reading indicates the water is NOT suitable for irrigation",19.2,-24.6060129,30.9703198,697.3999634,4.04,2024-09-16 13:52:00,2024-09-16,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Klaserie Site 2","Klaserie","Site 2","partly_cloudy","","",13.88,NA,"09/16/2024 14:23",NA,NA,NA,NA,NA,78.3,11.08,"pH reading indicates the water is NOT suitable for irrigation",19.2,-24.6045283,30.9730767,682.8,4.9,2024-09-16 14:23:00,2024-09-16,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Klaserie Site 3","Klaserie","Site 3","partly_cloudy","","",13.81,NA,"09/16/2024 14:50",NA,NA,NA,NA,NA,78.4,11.07,"pH reading indicates the water is NOT suitable for irrigation",21.7,-24.604373,30.97554,670.6,4.2,2024-09-16 14:50:00,2024-09-16,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Moetladimo Site 1","Moetladimo","Site 1","cloudy","","",NA,NA,"09/17/2024 09:54",NA,NA,NA,NA,NA,119.5,7.99,"pH reading indicates the water is suitable for irrigation",24.8,-24.2587896,30.4539939,612.6999512,3.9,2024-09-17 09:54:00,2024-09-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Unnamed river Site 2","Unnamed river","Site 2","sunny","","",9.79,118.49,"09/18/2024 14:19",NA,NA,NA,NA,NA,175.1,8.12,"pH reading indicates the water is suitable for irrigation",21.8,-24.67909667,30.80242,1104.8,2.5,2024-09-18 14:19:00,2024-09-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Blyde river Blyde river","Blyde river","Blyde river","sunny","","",10.58,128.05,"09/18/2024 13:49",NA,NA,NA,NA,NA,179.8,8.39,"pH reading indicates the water is suitable for irrigation",22.4,-24.67964,30.80260167,1101.5,4.9,2024-09-18 13:49:00,2024-09-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Treur River Site 2","Treur River","Site 2","sunny","","",9.83,118.97,"09/19/2024 08:39",NA,NA,NA,NA,NA,66.7,7.61,"pH reading indicates the water is suitable for irrigation",20.8,-24.68771833,30.81286167,1171.8,2.6,2024-09-19 08:39:00,2024-09-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Treur River Site 1","Treur River","Site 1","sunny","","",9.93,120.18,"09/19/2024 10:32",NA,NA,NA,NA,NA,67.4,7.19,"pH reading indicates the water is suitable for irrigation",24.2,-24.67532,30.81162667,1107.7,3.2,2024-09-19 10:32:00,2024-09-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Motlamogatsana Site 1","Motlamogatsana","Site 1","sunny","","",13.2,NA,"09/19/2024 10:37",NA,NA,NA,NA,NA,152.5,10.2,"pH reading indicates the water is NOT suitable for irrigation",19.4,-24.6531805,31.0397893,585.1,4.2,2024-09-19 10:37:00,2024-09-19,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Ga-Boelang stream Site 1","Ga-Boelang stream","Site 1","cloudy","","",13.83,NA,"09/09/2024 13:11",NA,NA,NA,NA,NA,71,8.22,"pH reading indicates the water is suitable for irrigation",18.3,-24.5914663,30.9878588,656.2,3.78,2024-09-09 13:11:00,2024-09-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Site 3","Klaserie","Site 3","cloudy","","",14.59,NA,"09/09/2024 12:02",NA,NA,NA,NA,NA,64.1,7.88,"pH reading indicates the water is suitable for irrigation",17.6,-24.6043886,30.975332,679.3,4.35,2024-09-09 12:02:00,2024-09-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Ga-Boelang stream Site 2","Ga-Boelang stream","Site 2","cloudy","","",13.62,NA,"09/09/2024 11:30",NA,NA,NA,NA,NA,64,8.08,"pH reading indicates the water is suitable for irrigation",17.6,-24.6045382,30.9730316,680.1,4.3,2024-09-09 11:30:00,2024-09-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Site 1","Klaserie","Site 1","cloudy","","",13.62,NA,"09/09/2024 11:04",NA,NA,NA,NA,NA,64.1,8.33,"pH reading indicates the water is suitable for irrigation",17.5,-24.6059847,30.9703145,658.9,1.85,2024-09-09 11:04:00,2024-09-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Site 2","Klaserie","Site 2","sunny","","",14.15,NA,"09/02/2024 14:00",NA,NA,NA,NA,NA,74.9,7.15,"pH reading indicates the water is suitable for irrigation",18.5,-24.604582,30.9730041,752.9,4.88,2024-09-02 14:00:00,2024-09-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moremela site 2 Moremela site 2","Moremela site 2","Moremela site 2","sunny","","",7.92,95.86,"09/23/2024 09:41",NA,NA,NA,NA,NA,320,8.05,"pH reading indicates the water is suitable for irrigation",16.3,-24.67609833,30.803415,1111.6,3.4,2024-09-23 09:41:00,2024-09-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moremela site 1 Moremela site 1","Moremela site 1","Moremela site 1","sunny","","",9.57,115.83,"09/23/2024 10:00",NA,NA,NA,NA,NA,318,8.29,"pH reading indicates the water is suitable for irrigation",13.7,-24.66412667,30.795635,1154,3.5,2024-09-23 10:00:00,2024-09-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Site 1","Klaserie","Site 1","partly_cloudy","","",13.46,NA,"09/23/2024 11:19",NA,NA,NA,NA,NA,73.4,12.44,"pH reading indicates the water is NOT suitable for irrigation",18.2,-24.6058772,30.9703674,696.7,4.54,2024-09-23 11:19:00,2024-09-23,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Klaserie Kla001","Klaserie","Kla001","partly_cloudy","","",13.73,16.9,"09/23/2024 10:19",NA,NA,NA,NA,NA,70.2,12.34,"pH reading indicates the water is NOT suitable for irrigation",16.4,-24.6071052,30.9578524,686.2,4.3,2024-09-23 10:19:00,2024-09-23,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Klaserie Site 2","Klaserie","Site 2","sunny","","",13.85,NA,"09/23/2024 11:52",NA,NA,NA,NA,NA,76.5,12.23,"pH reading indicates the water is NOT suitable for irrigation",18.6,-24.6044654,30.973015,683.8,4.05,2024-09-23 11:52:00,2024-09-23,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Klaserie Site 3","Klaserie","Site 3","sunny","","",13.6,NA,"09/23/2024 12:23",NA,NA,NA,NA,NA,78.1,11.61,"pH reading indicates the water is NOT suitable for irrigation",18.2,-24.6044214,30.9754388,653.7,4.725,2024-09-23 12:23:00,2024-09-23,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Blyde river Blyde river","Blyde river","Blyde river","sunny","","",5.87,71.05,"09/25/2024 07:39",NA,NA,NA,NA,NA,173.5,8.01,"pH reading indicates the water is suitable for irrigation",16.7,-24.68005167,30.801865,1114.9,4,2024-09-25 07:39:00,2024-09-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Blyde river Blyde River site 2","Blyde river","Blyde River site 2","sunny","","",8.86,107.23,"09/25/2024 08:03",NA,NA,NA,NA,NA,166.7,8.03,"pH reading indicates the water is suitable for irrigation",16.6,-24.67902,30.80245833,1146.1,4.7,2024-09-25 08:03:00,2024-09-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Marakalala Site 3","Marakalala","Site 3","sunny","","",89.4,20.9,"09/25/2024 10:21",NA,NA,NA,NA,NA,537,NA,"pH reading indicates the water is NOT suitable for irrigation",20,-24.52650405,30.719541,837.1454841,4.7,2024-09-25 10:21:00,2024-09-25,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Marakalala Site 1","Marakalala","Site 1","sunny","","",9.2,21,"09/25/2024 10:56",NA,NA,NA,NA,NA,257,NA,"pH reading indicates the water is NOT suitable for irrigation",20.7,-24.52284061,30.70717721,857.8097264,4.7,2024-09-25 10:56:00,2024-09-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Treur River Site 1","Treur River","Site 1","sunny","","",10.34,125.15,"09/26/2024 10:31",NA,NA,NA,NA,NA,60.8,8.23,"pH reading indicates the water is suitable for irrigation",24.8,-24.67526667,30.811645,1108.7,2.5,2024-09-26 10:31:00,2024-09-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Treur River Site 2","Treur River","Site 2","sunny","","",8.17,98.88,"09/26/2024 09:37",NA,NA,NA,NA,NA,58.5,8.22,"pH reading indicates the water is suitable for irrigation",22.3,-24.68769667,30.81287667,1154.8,3.5,2024-09-26 09:37:00,2024-09-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moremela site 2 Moremela site 2","Moremela site 2","Moremela site 2","light_rain","","",7.92,95.86,"09/30/2024 09:12",NA,NA,NA,NA,NA,324,8.06,"pH reading indicates the water is suitable for irrigation",19.6,-24.67604,30.80334833,1112.1,3.4,2024-09-30 09:12:00,2024-09-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moremela site 1 Moremela site 1","Moremela site 1","Moremela site 1","light_rain","","",9.57,115.22,"09/30/2024 09:34",NA,NA,NA,NA,NA,318,8.26,"pH reading indicates the water is suitable for irrigation",13.7,-24.66401333,30.795545,1161.6,2.6,2024-09-30 09:34:00,2024-09-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Kla001","Klaserie","Kla001","cloudy","","",9.29,NA,"09/30/2024 09:39",NA,NA,NA,NA,NA,76.7,6.97,"pH reading indicates the water is suitable for irrigation",19.1,-24.6071409,30.9577904,687,4.628,2024-09-30 09:39:00,2024-09-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Site 2","Klaserie","Site 2","light_rain","","",8.27,NA,"09/30/2024 10:50",NA,NA,NA,NA,NA,82.3,7.41,"pH reading indicates the water is suitable for irrigation",19.9,-24.6045302,30.9729858,690.4,4.5,2024-09-30 10:50:00,2024-09-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Site 1","Klaserie","Site 1","light_rain","","",8.3,NA,"09/30/2024 11:15",NA,NA,NA,NA,NA,80.4,7.21,"pH reading indicates the water is suitable for irrigation",19.6,-24.6059551,30.9702416,678.4,4.9,2024-09-30 11:15:00,2024-09-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Site 3","Klaserie","Site 3","cloudy","","",8.07,NA,"09/30/2024 11:48",NA,NA,NA,NA,NA,82.5,7.22,"pH reading indicates the water is suitable for irrigation",19.6,-24.6044226,30.9753533,650.2,4.1,2024-09-30 11:48:00,2024-09-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Kla004 DS","Klaserie","Kla004 DS","cloudy","","",8.3,NA,"09/30/2024 12:47",NA,NA,NA,NA,NA,105.4,7.62,"pH reading indicates the water is suitable for irrigation",20,-24.5915625,30.9879199,659.6,3.08,2024-09-30 12:47:00,2024-09-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Kubjaname Kub001 US","Kubjaname","Kub001 US","sunny","","",NA,NA,"09/25/2024 08:06",NA,NA,NA,NA,NA,119.2,7.57,"pH reading indicates the water is suitable for irrigation",19.4,-24.3227289,30.4858666,689,5,2024-09-25 08:06:00,2024-09-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moetladimo Site 1","Moetladimo","Site 1","sunny","","",NA,NA,"10/01/2024 10:32",NA,NA,NA,NA,NA,112.5,7.77,"pH reading indicates the water is suitable for irrigation",25.1,-24.2586476,30.4538327,617.0999756,3.85,2024-10-01 10:32:00,2024-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Blyde river Blyde River site 2","Blyde river","Blyde River site 2","sunny","","",NA,NA,"10/02/2024 09:09",NA,NA,NA,NA,NA,178.9,7.96,"pH reading indicates the water is suitable for irrigation",18.5,-24.67976667,30.80205,1085.1,3.9,2024-10-02 09:09:00,2024-10-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Blyde river Blyde river","Blyde river","Blyde river","sunny","","",NA,NA,"10/02/2024 08:42",NA,NA,NA,NA,NA,182.5,8.39,"pH reading indicates the water is suitable for irrigation",17.6,-24.68000833,30.80189167,1102.1,4.7,2024-10-02 08:42:00,2024-10-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Treur River Site 1","Treur River","Site 1","partly_cloudy","","",62.9,NA,"10/03/2024 09:03",NA,NA,NA,NA,NA,62.9,7.96,"pH reading indicates the water is suitable for irrigation",17.3,-24.675255,30.81160333,1109.1,4.7,2024-10-03 09:03:00,2024-10-03,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Treur River Site 2","Treur River","Site 2","partly_cloudy","","",NA,NA,"10/03/2024 10:51",NA,NA,NA,NA,NA,61,7.47,"pH reading indicates the water is suitable for irrigation",18.2,-24.68765667,30.81285167,1151.5,3.8,2024-10-03 10:51:00,2024-10-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moremela site 1 Moremela site 1","Moremela site 1","Moremela site 1","sunny","","",NA,NA,"10/07/2024 08:13",NA,NA,NA,NA,NA,308,8.32,"pH reading indicates the water is suitable for irrigation",18.2,-24.66411167,30.79551167,1140.4,4.4,2024-10-07 08:13:00,2024-10-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Motlamogatsana Site 3","Motlamogatsana","Site 3","partly_cloudy","","",9.76,21.1,"10/03/2024 11:25",NA,NA,NA,NA,NA,139.7,11.62,"pH reading indicates the water is NOT suitable for irrigation",20.1,-24.6540398,31.0440985,603,3.866,2024-10-03 11:25:00,2024-10-03,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Motlamogatsana Site 1","Motlamogatsana","Site 1","cloudy","","",9.73,21.2,"10/03/2024 11:00",NA,NA,NA,NA,NA,138.2,11.57,"pH reading indicates the water is NOT suitable for irrigation",20.1,-24.6531195,31.0398213,602.5,3.6,2024-10-03 11:00:00,2024-10-03,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Moremela site 2 Moremela site 2","Moremela site 2","Moremela site 2","sunny","","",NA,NA,"10/07/2024 09:08",NA,NA,NA,NA,NA,312,8.18,"pH reading indicates the water is suitable for irrigation",17.9,-24.67614667,30.8035,1113.2,2.3,2024-10-07 09:08:00,2024-10-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Klaserie Kla001","Klaserie","Kla001","sunny","","",8.56,NA,"10/07/2024 11:44",NA,NA,NA,NA,NA,78.9,11.5,"pH reading indicates the water is NOT suitable for irrigation",22.6,-24.6073226,30.9578594,646.9,4.7,2024-10-07 11:44:00,2024-10-07,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kruger 2 Canyons BR","Blyde river Blyde river","Blyde river","Blyde river","partly_cloudy","","",NA,NA,"10/09/2024 08:27",NA,NA,NA,NA,NA,175,8.19,"pH reading indicates the water is suitable for irrigation",19.1,-24.68005667,30.801865,1103.2,3.2,2024-10-09 08:27:00,2024-10-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moremela site 1 Moremela site 1","Moremela site 1","Moremela site 1","sunny","","",NA,NA,"10/07/2024 08:02",NA,NA,NA,NA,NA,308,8.32,"pH reading indicates the water is suitable for irrigation",18.2,-24.66412,30.795555,1155.2,3.4,2024-10-07 08:02:00,2024-10-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Blyde river Blyde River site 2","Blyde river","Blyde River site 2","partly_cloudy","","",NA,NA,"10/09/2024 09:10",NA,NA,NA,NA,NA,184.4,8,"pH reading indicates the water is suitable for irrigation",19.6,-24.679045,30.8025,1014,3.2,2024-10-09 09:10:00,2024-10-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Kubjaname Kub001 US","Kubjaname","Kub001 US","partly_cloudy","","",NA,84.6,"10/09/2024 08:33",NA,NA,NA,NA,NA,124.5,6.42,"pH reading indicates the water is NOT suitable for irrigation",21.5,-24.3227537,30.4858448,668.4,4.55,2024-10-09 08:33:00,2024-10-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moetladimo Site 1","Moetladimo","Site 1","sunny","","",NA,68.62,"10/09/2024 08:34",NA,NA,NA,NA,NA,103.3,7.52,"pH reading indicates the water is suitable for irrigation",24.9,-24.2585852,30.4537464,607.3,4.533,2024-10-09 08:34:00,2024-10-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kruger 2 Canyons BR","Moetladimo Moe001 US","Moetladimo","Moe001 US","partly_cloudy","","",NA,68.5,"10/09/2024 08:34",NA,NA,NA,NA,NA,128.3,7.44,"pH reading indicates the water is suitable for irrigation",22.6,-24.266317,30.4492991,588.4,4.6,2024-10-09 08:34:00,2024-10-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
